as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-25,92909592576.0,,99.58207,47.90207,-3.51,2.69185,,1.353,346600000.0,5032822784.0,-0.23786,142.912
