as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-25,97970937856.0,23.815104,20.166182,2.9690595,11.52,13.60446,0.62,1.121,357102017.0,29866999808.0,0.12693,66.428
