as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-20,9910594560.0,27.36103,17.998133,-46.085907,3.49,5.30555,1.03,0.988,103786729.0,7294288896.0,0.051420003,
