as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-25,294677577728.0,138.11237,58.687595,34.870922,0.89,2.09448,,1.562,2296071334.0,5224174080.0,0.43673,2.477
