price_date,open,high,low,close,adj_close,volume
2026-07-08,384.0299987792969,385.30999755859375,381.3299865722656,383.3399963378906,383.3399963378906,25908300
2026-07-09,374.45001220703125,384.6499938964844,373.3500061035156,384.3599853515625,384.3599853515625,31083200
2026-07-10,387.79998779296875,391.9100036621094,381.5,385.1000061035156,385.1000061035156,24644600
2026-07-13,387.75,393.6499938964844,384.1499938964844,390.989990234375,390.989990234375,28914900
2026-07-14,382.82000732421875,388.19000244140625,378.6499938964844,384.92999267578125,384.92999267578125,27863900
2026-07-15,387.79998779296875,398.9599914550781,386.3999938964844,395.6300048828125,395.6300048828125,36253700
2026-07-16,398.30999755859375,405.989990234375,392.04998779296875,401.1000061035156,401.1000061035156,37047400
2026-07-17,394.8599853515625,398.3900146484375,389.3900146484375,393.82000732421875,393.82000732421875,33049800
2026-07-20,391.4100036621094,403.17999267578125,389.6499938964844,402.2900085449219,402.2900085449219,27915800
2026-07-21,398.80499267578125,401.4700012207031,396.32000732421875,397.75,397.75,23964731
