obs_date,value
2026-06-17,18.44
2026-06-18,16.4
2026-06-19,16.78
2026-06-22,17.28
2026-06-23,19.49
2026-06-24,18.63
2026-06-25,18.89
2026-06-26,18.41
2026-06-29,17.65
2026-06-30,16.45
2026-07-01,16.59
