as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-21,4326104576.0,25.533724,19.465508,9.438482,3.41,4.47304,1.39,1.007,49685363.0,3803441920.0,0.043390002,466.38
