earnings_date,time_of_day,eps_estimate,eps_actual
2024-08-13,AMC,-0.06,-5.17
2024-11-14,AMC,-0.05,-0.08
2025-03-24,BMO,-0.07,-0.09
2025-05-13,AMC,-0.11,-0.07
2025-08-11,AMC,-0.11,-0.18
2025-11-11,AMC,-0.13,-0.2
2026-03-17,AMC,-0.17,-0.27
2026-08-10,AMC,-0.18,
