earnings_date,time_of_day,eps_estimate,eps_actual
2002-01-31,BMO,0.56,0.6
2002-07-25,BMO,0.59,0.51
2003-01-30,BMO,0.63,0.6
2003-07-31,BMO,0.58,0.47
2004-02-02,unknown,0.57,0.54
2004-07-30,BMO,0.75,0.72
2005-02-03,unknown,0.6,0.11
2006-09-04,AMC,0.98,0.64
2007-09-10,AMC,2.67,0.27
2008-04-08,AMC,3.13,0.27
2008-08-26,BMO,3.91,4.24
2026-07-28,AMC,,
