as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,4208789553152.0,26.26885,23.5843,8.728806,13.13,14.62456,0.25,1.247,5499638298.0,422498009088.0,0.37919,20.026
