as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-21,1408111360.0,,-14.7,1.774291,-0.69,-0.2,,3.128,478949450.0,127350000.0,-2.2669098,3.05
