as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,36488953856.0,79.79048,44.017616,7.252079,1.05,1.9033288,0.2,1.0,435532978.0,3537865984.0,0.18389,14.311
