price_date,open,high,low,close,adj_close,volume
2026-06-18,182.5,182.9199981689453,180.4499969482422,180.91000366210938,180.46600341796875,8059200
2026-06-22,180.77999877929688,182.27999877929688,180.69000244140625,181.8000030517578,181.8000030517578,6669200
2026-06-23,179.16000366210938,180.00999450683594,177.22999572753906,178.14999389648438,178.14999389648438,8927400
2026-06-24,179.07000732421875,181.88999938964844,178.33999633789062,180.2100067138672,180.2100067138672,7088600
2026-06-25,182.24000549316406,186.08999633789062,182.05999755859375,184.1199951171875,184.1199951171875,7867600
2026-06-26,182.63999938964844,183.07000732421875,180.91000366210938,181.1999969482422,181.1999969482422,8856200
2026-06-29,181.50999450683594,183.5800018310547,181.35000610351562,182.75999450683594,182.75999450683594,7860500
2026-06-30,183.32000732421875,185.4499969482422,182.6999969482422,185.22999572753906,185.22999572753906,6530900
2026-07-01,184.3699951171875,185.64999389648438,182.72000122070312,183.36000061035156,183.36000061035156,8112800
2026-07-02,184.7100067138672,185.47999572753906,181.91000366210938,183.91000366210938,183.91000366210938,6530800
2026-07-06,184.6999969482422,186.4499969482422,184.6999969482422,185.55999755859375,185.55999755859375,6701800
2026-07-07,184.5399932861328,184.9199981689453,180.66000366210938,182.3800048828125,182.3800048828125,7721500
2026-07-08,180.75999450683594,181.88999938964844,179.0800018310547,180.4199981689453,180.4199981689453,7333300
2026-07-09,182.42999267578125,182.75,180.72999572753906,181.11000061035156,181.11000061035156,5381900
2026-07-10,181.14999389648438,182.5800018310547,180.16000366210938,181.9199981689453,181.9199981689453,5315600
2026-07-13,181.52000427246094,182.17999267578125,179.8000030517578,180.3699951171875,180.3699951171875,5384700
2026-07-14,181.6699981689453,182.50999450683594,179.86000061035156,180.4499969482422,180.4499969482422,6672800
2026-07-15,180.77999877929688,181.02000427246094,177.77999877929688,180.05999755859375,180.05999755859375,7491300
2026-07-16,178.7899932861328,180.55999755859375,178.5500030517578,180.14999389648438,180.14999389648438,6088247
