as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-20,7591812096.0,,36.85393,16.95967,-0.09,0.89,,2.342,223080072.0,2369731072.0,-0.00559,253.725
