as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-20,,169.29967,37.97214,,3.02,13.46474,,2.469,,37454000128.0,0.13374,6.005
