earnings_date,time_of_day,eps_estimate,eps_actual
2024-03-13,BMO,0.07,-0.2
2024-05-08,AMC,0.14,0.16
2024-08-07,AMC,0.12,-0.04
2024-11-06,AMC,-0.04,-0.16
2025-02-26,AMC,0.05,-0.13
2025-05-07,AMC,0.02,-0.13
2025-08-08,AMC,0.01,0.07
2025-10-24,AMC,0.07,-0.2
2026-03-02,AMC,-0.12,-0.18
2026-05-06,AMC,-0.05,-0.11
2026-08-07,AMC,-0.06,
