as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,21325574144.0,36.944447,20.519371,1.9704871,0.45,0.81021,,2.149,1282741200.0,3908427008.0,0.14761,17.724
