as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,157692542976.0,7.641414,8.887592,1.44141,2.97,2.55356,5.05,0.422,6948338835.0,126527995904.0,0.16938,127.233
