as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,81193517056.0,29.88365,14.026747,4.1612096,1.89,4.0266,1.02,1.364,1437559865.0,26421000192.0,0.10344,33.008
