as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-25,85466939392.0,46.07282,30.862934,9.178917,2.06,3.07521,,2.336,791184698.0,4613000192.0,0.41123,140.483
