as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-17,4909028081664.0,40.464283,34.67639,46.037876,8.26,9.63869,0.32,1.097,14687356000.0,451442016256.0,0.27152002,79.548
