as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-21,105255297024.0,60.75,20.292234,8.974674,1.68,5.02951,,0.959,1031308000.0,13959999488.0,0.12586,20.728
