earnings_date,time_of_day,eps_estimate,eps_actual
2001-10-26,BMO,0.18,0.2
2002-02-14,unknown,0.15,0.2
2002-05-01,BMO,0.14,0.14
2002-08-07,BMO,0.13,0.11
2002-10-30,AMC,0.1,0.18
2003-02-24,unknown,0.28,0.12
2003-05-07,BMO,0.14,0.14
2003-08-28,BMO,0.21,0.18
2003-10-28,AMC,0.16,0.17
2004-02-19,unknown,0.43,0.45
2004-04-22,unknown,0.25,0.27
2004-08-18,unknown,0.43,0.24
2012-02-07,AMC,3.3,0.79
2026-08-17,AMC,,
