as_of_date,market_cap,trailing_pe,forward_pe,price_to_book,trailing_eps,forward_eps,dividend_yield,beta,shares_outstanding,revenue_ttm,profit_margin,debt_to_equity
2026-07-20,240209625088.0,21.961634,17.454672,7.062653,16.03,20.1691,1.07,1.045,682326443.0,68811997184.0,0.16305,177.847
